Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,
Grecia,GRC,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,49.5,48.9,46.7,46.7,46.7,45.9,44.1,44,50.7,49.6,50.7,51.7,51.9,51.9,
Granada,GRD,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3,45.3,45.3,45.3,45.3,45.3,45.3,45.3,45.3,45.3,45.3,45.3,48.4,47.8,47.8,
Groenlandia,GRL,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1,41.1,41.1,40.9,40.9,40.9,40.9,40.9,40.9,39.9,37.5,35.2,35.2,35.2,35.2,
Guam,GUM,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,39,39,39,38.8,38.8,35.9,35.9,32,32.3,32.3,32.3,32.3,30.6,30.6,
Ingreso alto,HIC,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.9106382978723,41.4734693877551,40.2115384615385,39.0264150943396,38.1716981132075,37.3867924528302,36.78,36.5785714285714,36.901724137931,37.2241379310345,36.8137931034483,36.6344827586207,36.3172413793104,36.1186440677966,36.2254237288136,
"Hong Kong, Región Administrativa Especial",HKG,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1,24.1,24.1,24.1,23,23,23,23,22.6,22.8,22.8,22.9,22.9,22.9,21.9,
Honduras,HND,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2,37.2,37.2,37.2,37.2,37.2,38.7,35.1,38.5,37.7,40.2,40.2,40.5,40.8,39.1,
Países pobres muy endeudados (PPME),HPC,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.272972972973,82.228947368421,81.0184210526316,79.9763157894737,80.3052631578947,77.471052631579,65.1026315789474,65.021052631579,56.6394736842105,51.0973684210526,51.5131578947368,51.8815789473684,52.5105263157895,52.6684210526316,53.2868421052632,
Croacia,HRV,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8,20.8,20.8,20.8,20.8,21.5,21.3,21.2,19.3,18.4,20,20.9,20.6,20.5,20.5,
Haití,HTI,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4,40.4,40.4,40.4,40.4,40.4,40.4,40.4,40.3,40.3,40.3,40.3,42.8,42.7,42.7,
Hungría,HUN,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6,52.9,55.2,56.4,56.4,54.5,51.8,49.7,49.2,47.9,48.2,46.3,46.4,40.3,37.9,
Sólo BIRF,IBD,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6413793103448,46.5186440677966,45.7152542372881,44.7389830508474,43.1762711864407,42.6864406779661,42.5338983050847,41.1816666666667,42.1712121212121,42.2257575757576,42.0909090909091,41.8378787878788,41.95,42,41.7348484848485,
BIRF y la AIF,IBT,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.68,55.7842519685039,54.9181102362205,54.0661417322835,52.6046875,51.11484375,47.25390625,46.4068702290076,43.9285714285714,42.0735714285714,42.1157142857143,42,42.2264285714286,42.2957142857143,42.3892857142857,
total de la AIF,IDA,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5044776119403,63.8235294117647,62.9029411764706,62.1588235294118,60.6666666666667,58.3217391304348,51.2898550724638,50.8225352112676,45.495945945946,41.9378378378378,42.1378378378378,42.1445945945946,42.472972972973,42.5594594594594,42.9729729729729,
mezcla de la AIF,IDB,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.48,49.28,48.8666666666667,48.2866666666667,43.4,42.4533333333333,42.1666666666667,41.9066666666667,39.5941176470588,36.3411764705882,36.4941176470588,36.8941176470588,36.9,36.5235294117647,36.5647058823529,
Indonesia,IDN,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.2,31.4,29.7,30.6,30,30.1,30.1,
Sólo AIF,IDX,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.1269230769231,67.9396226415094,66.8754716981132,66.0849056603774,65.462962962963,62.7296296296296,53.8240740740741,53.2107142857143,47.2561403508772,43.6070175438597,43.821052631579,43.7105263157895,44.1350877192982,44.359649122807,44.8842105263158,
Isla de Man,IMN,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.7,55.5,55.5,56.2,56.2,52.1,49.7,
No clasificado,INX,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irlanda,IRL,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4,25.4,25.4,25.5,25.6,25.4,25.5,25.6,25.9,26,26,26,26,26,26.1,
"Irán, República Islámica del",IRN,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2,44.2,44.2,44.2,44.2,44.1,44.1,44.1,44.1,44.1,44.1,44.7,44.7,44.7,44.7,
Iraq,IRQ,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1,29.9,29.9,29.9,29.9,29.9,29.9,29.9,31.5,31.5,31.5,31.5,30.8,30.8,30.8,
Islandia,ISL,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.8,26.8,26.3,26.1,24.4,26.4,30.3,31.1,30.3,30.3,30.1,30.1,29.9,30.6,31.9,
Israel,ISR,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5,34.8,32.9,30.1,28.3,27.5,26.8,25.6,26.4,26.7,27.9,28.1,27,26.2,25.3,
Italia,ITA,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.7,75.3,75.3,72.5,67.6,67.6,67.6,67.6,65.6,65.2,64.8,62,48,53.1,59.1,
Jamaica,JAM,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9,47.9,47.9,47.9,47.9,46.7,46.6,46.6,46.5,41.1,35.3,33.1,33.1,35.1,35.1,
Jordania,JOR,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1,31.1,31.1,31.1,31.1,31.2,28.2,28.6,29.1,29,29.5,27.6,28.1,28.6,28.6,
Japón,JPN,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.7,50.3,50.4,48.8,47.4,46.7,46.7,
Kazajstán,KAZ,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45,41.9,42,36.2,29.8,29,29,28.9,28.9,29.2,29.2,29.2,29.4,28.4,
Kenya,KEN,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8,49.8,49.3,49.3,49.3,49.3,48.9,43.7,37.4,37.1,37.1,37.4,37.4,37.2,37.2,
Kirguistán,KGZ,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.3,67.4,61.7,61.7,59.4,30.6,33.4,33.4,29,29,29,29,29,29,29,
Camboya,KHM,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5,21.5,21.5,21.5,22.6,22.6,22.6,22.6,21,21,21,21,21.7,21.7,23.1,
Kiribati,KIR,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,32.7,32.7,32.7,32.7,32.7,32.7,32.7,
Saint Kitts y Nevis,KNA,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3,52.3,52.5,52.5,52.5,52.5,52.5,51.9,51.6,49.7,49.7,49.7,49.7,49.7,49.7,
"Corea, República de",KOR,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8,32.5,31.6,33.9,32.3,30.2,34.1,34,33.4,33.2,33.2,33.1,33.1,33.1,33.2,
Kuwait,KWT,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,10.7,10.7,10.7,10.7,10.7,10.7,12.4,12.4,12.8,13,13,13,13,13,
América Latina y el Caribe (excluido altos ingresos),LAC,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9045454545455,48.3909090909091,48.3045454545455,47.7909090909091,48.0590909090909,47.6045454545455,47.9,47.8545454545455,49.4875,49.8416666666667,49.3333333333333,47.45,48.1,48.2375,48.2833333333333,
República Democrática Popular Lao,LAO,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2,35.2,35.2,33.5,31.4,31.4,31.4,31.4,26.3,25.8,25.3,26.2,26.2,24.1,24.1,
Líbano,LBN,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4,35.4,35.4,30.6,30.6,30.6,30.6,30.6,30,30.3,30.3,30.3,30.3,31.1,32.2,
Liberia,LBR,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,42.2,42.5,42.5,42.5,42.5,25.3,26.9,31.4,47.7,45.5,45.5,45.5,46.2,
Libia,LBY,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,
Santa Lucía,LCA,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7,34,34,34,34.4,34,34.4,34.6,34.7,34.7,34.7,34.7,34.7,34.7,34.7,
América Latina y el Caribe,LCN,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8620689655172,48.3379310344827,47.9333333333333,46.7266666666667,46.7033333333333,46.4166666666667,46.1612903225806,45.6935483870968,46.9969696969697,47.5484848484848,47.0363636363636,45.6272727272727,46.2242424242424,46.4878787878788,46.630303030303,
Países menos desarrollados: clasificación de las Naciones Unidas,LDC,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.3975609756098,73.8619047619048,72.8166666666667,71.4642857142857,71.2261904761905,68.6571428571429,57.1333333333333,56.0613636363637,48.2933333333333,43.6777777777778,43.8,43.9977777777778,44.5377777777778,44.82,45.1422222222222,
Países de ingreso bajo,LIC,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.8259259259259,87.6535714285714,86.2535714285714,85.2392857142857,85.6928571428572,82.9357142857143,65.6964285714286,64.3586206896552,53.0551724137931,45.6310344827586,45.8448275862069,45.7448275862069,46.6827586206897,47.1206896551724,47.3724137931035,
Liechtenstein,LIE,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6,21.6,
Sri Lanka,LKA,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.7,59.8,61.7,61.7,61.7,96.6,112.9,55.3,57,55.4,55.2,55.2,55.2,55.2,55.2,
Países de ingreso mediano bajo,LMC,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4853658536585,49.9634146341463,49.3853658536585,48.8048780487805,46.9512195121951,44.9756097560976,45.2853658536585,44.7285714285714,43.8021276595745,42.8042553191489,42.736170212766,42.7234042553192,42.4765957446809,42.3127659574468,42.7702127659574,
Ingreso mediano y bajo,LMY,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.2336206896552,56.2559322033898,55.3516949152542,54.6694915254237,53.1932773109244,51.6294117647059,47.618487394958,46.7344262295082,44.0923664122138,42.0664122137405,42.0839694656489,41.9419847328244,42.1412213740458,42.1709923664122,42.2564885496183,
Lesotho,LSO,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1,20.1,15.9,14.2,14.2,14.2,14,13.8,13.6,13.6,13.6,13.6,13.6,13.6,13.6,
avanzada del dividendo demográfico,LTE,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.9925,41.752380952381,40.4886363636364,39.0488888888889,37.2688888888889,36.4822222222222,36.7688888888889,35.1822222222222,36.1916666666667,36.1479166666667,35.7875,35.7770833333333,35.7979166666667,35.7354166666667,35.2458333333333,
Lituania,LTU,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2,47.6,46.2,45.6,43.6,45.1,43.1,43,42.9,42.4,42.6,42.6,42.7,42.6,42.6,
Luxemburgo,LUX,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,20,20,20,20,19.8,20,20.4,20.6,20.6,20.8,20.5,20.5,20.4,
Letonia,LVA,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2,36.2,36.2,36.6,37.5,37.5,37,35.8,35,35,35.9,35.9,35.9,36,38.1,
"Región Administrativa Especial de Macao, China",MAC,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isla de San Martín (parte francesa),MAF,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marruecos,MAR,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7,51.7,52.9,52.9,49.4,49.7,49.7,49.7,48.8,49,49.1,49.3,49.8,49.8,45.8,
Mónaco,MCO,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
República de Moldova,MDA,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5,45.5,42.5,42,31,30.4,30.8,30.8,39.4,39.4,39.9,40.4,40.5,40.3,38.7,
Madagascar,MDG,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3,45,45,47.1,42.8,42,41.2,39.8,38.9,38.1,38.1,38.1,38.1,38.3,38.3,
Maldivas,MDV,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,9.3,9.3,9.3,9.3,9.3,9.3,25.9,30.2,30.2,30.2,30.2,30.2,30.2,30.2,
Oriente Medio y Norte de África,MEA,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6764705882353,36.4941176470588,33.7736842105263,33.0263157894737,32.7578947368421,32.6578947368421,32.245,32.247619047619,31.8714285714286,32.2619047619048,32.3380952380952,32.0571428571429,32.347619047619,32.4095238095238,32.1333333333333,
México,MEX,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1,53.4,53.5,52.9,53.4,55.7,55.1,
Islas Marshall,MHL,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,65.7,65.9,
 Ingreso mediano,MIC,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.3460674157303,46.4877777777778,45.7377777777778,45.1588888888889,43.1934065934066,41.9967032967033,42.056043956044,41.2387096774194,41.5441176470588,41.0529411764706,41.0147058823529,40.8607843137255,40.85,40.7637254901961,40.8019607843137,
Macedonia del Norte,MKD,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8,17.8,17.8,15.4,13,8.1,7.5,7.4,7.4,8.3,13,13,13,13,13,
Malí,MLI,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4,51.4,51.4,51.4,51.4,51.4,51.1,51.1,48.3,48.3,48.3,48.3,48.3,48.3,54.5,
Malta,MLT,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4,41.4,41.4,41.5,41.5,43.8,43.9,44,44,
Myanmar,MMR,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5,35.4,34,33.1,31.9,31.2,31.2,31.2,
Oriente Medio y Norte de África (excluido altos ingresos),MNA,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.7916666666667,43.8,43.4583333333333,42.5083333333333,42.25,42.2583333333333,40.8666666666667,40.1076923076923,39.3769230769231,39.9538461538462,39.8153846153846,39.0769230769231,39.6,39.4846153846154,39.1076923076923,
Montenegro,MNE,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,33.2,33.8,30.1,29.2,24.6,21.8,21.8,21.8,21.8,22.2,22.1,22.2,22.2,
Mongolia,MNG,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,33.9,24.4,24.7,24.7,24.9,24.8,24.7,24.7,24.7,24.7,24.7,25.7,
Mariana,MNP,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,37,37,37,37,37,37,37,36.1,36.1,36.1,36.1,36.1,36.1,36.1,
Mauritania,MRT,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.8,85.8,85.8,77,77,59.3,59.3,59.3,52.7,67,67,67,67,67,67,
Mauricio,MUS,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2,26,24.2,25.8,26,26.5,28.3,26.9,23.6,23.6,21.5,21.8,21.9,22.1,22.2,
Malawi,MWI,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.4,33.4,33,32.2,26.3,25.9,29,32.4,33.5,35.2,34.5,34.5,34.5,34.5,34.5,
Malasia,MYS,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,36,36,34.5,33.5,33.9,34.1,34.6,39.1,39.3,40,40,39.2,39.2,38.7,
América del Norte,NAC,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5,45,44.3,44.1,42.3,22,20.7,20.1,31.85,32.45,32.5,32.5,32.35,32.15,30.55,
Namibia,NAM,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8,25.8,25.8,22.8,22.3,22.3,21.8,21.8,21.2,20.7,21.3,20.7,20.7,20.7,20.7,
Nueva Caledonia,NCL,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Níger,NER,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,42.5,42.6,42.5,46.7,46.7,44.3,44.3,47.3,47.3,48.1,48.1,47.2,47.2,47.2,
Nigeria,NGA,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,33,33.9,34.9,34.8,34.8,34.8,
Nicaragua,NIC,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5,63.5,63.5,63.3,63.3,63.3,64.1,62.4,62.4,59.3,60.1,59.8,60.2,60.6,60.6,
